DATAFLOW,LAST UPDATE,freq,age,sex,indic_il,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2013,8607,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2014,9241,b
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2015,10432,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2016,11867,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2017,12414,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2018,13378,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2019,14240,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2020,14331,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2021,14810,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EE,2022,17064,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,1995,6702,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,1996,7004,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,1997,7314,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,1998,7747,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,1999,7922,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2000,8820,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2001,9087,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2003,10233,b
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2004,10298,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2005,10751,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2006,11162,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2007,11455,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2008,12032,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2009,12626,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2010,12599,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2011,11627,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2012,10063,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2013,9046,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2014,8674,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2015,8802,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2016,9048,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2017,9035,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2018,9245,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2019,9765,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2020,10175,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2021,9917,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,EL,2022,10841,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,1995,7370,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,1996,7548,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,1997,7988,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,1998,8338,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,1999,8913,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,2000,9946,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,2001,10887,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,2004,11687,b
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,2005,11493,
ESTAT:ILC_DI03(1.0),02/02/24 23:00:00,A,TOTAL,T,MED_E,PPS,ES,2006,12226,
